,crime,number,date,location,beat,neighborhood,npu,lat,long
4123,AGG ASSAULT,112960453,10/23/2011,2226 SPRINGDALE RD SW,309,Perkerson,X,33.69377,-84.41376
4124,LARCENY-NON VEHICLE,112960498,10/23/2011,2319 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.81801,-84.35136
4125,LARCENY-FROM VEHICLE,112960523,10/23/2011,322 CONNECTICUT AVE NE,608,Lake Claire,N,33.76303,-84.32887
4126,AUTO THEFT,112960525,10/23/2011,3600 PIEDMONT RD NE,208,Buckhead Forest,B,33.85211,-84.38044
4127,AUTO THEFT,112960546,10/23/2011,2212 PENELOPE ST NW,108,Dixie Hills,J,33.75582,-84.45756
4128,AUTO THEFT,112960590,10/23/2011,3200 LENOX RD NE,210,Pine Hills,B,33.84221,-84.35822
4129,LARCENY-FROM VEHICLE,112960625,10/23/2011,202 ELM ST SW,101,Atlanta University Center,T,33.74933,-84.40935
4130,AUTO THEFT,112960643,10/23/2011,170 BOULEVARD SE,606,Cabbagetown,N,33.75012,-84.36933
4131,LARCENY-NON VEHICLE,112960648,10/23/2011,3850 JONESBORO RD SE,313,South River Gardens,Z,33.65088,-84.36362
4132,AUTO THEFT,112960661,10/23/2011,2089 TIGER FLOWERS DR NW,108,Dixie Hills,J,33.76044,-84.45568
4133,LARCENY-NON VEHICLE,112960711,10/23/2011,1145 RALPH D ABERNATHY BLVD SW,401,West End,T,33.73858,-84.42535
4134,LARCENY-FROM VEHICLE,112960724,10/23/2011,1417 WESSYNGTON RD NE,213,Morningside/Lenox Park,F,33.79335,-84.3553
4135,AUTO THEFT,112960729,10/23/2011,780 MAGNOLIA WAY NW,102,Vine City,L,33.75804,-84.41373
4136,LARCENY-FROM VEHICLE,112960732,10/23/2011,380 DARGAN PL SW,104,West End,T,33.74471,-84.42419
4137,AUTO THEFT,112960757,10/23/2011,546  CANDLER PARK DR,608,Lindridge/Martin Manor,F,33.81843,-84.35165
4138,BURGLARY-RESIDENCE,112960788,10/23/2011,1401 DONALD LEE HOLLOWELL PKWY NW,106,,J,33.77141,-84.43377
4139,AUTO THEFT,112960793,10/23/2011,294 PENELOPE DR NW,108,Penelope Neighbors,J,33.75478,-84.4496
4140,LARCENY-FROM VEHICLE,112960819,10/23/2011,130 W PACES FERRY RD NW,206,Peachtree Heights West,B,33.84192,-84.38627
4141,LARCENY-NON VEHICLE,112960850,10/23/2011,1943 PEACHTREE RD NE;,207,Brookwood Hills,E,33.80799,-84.39355
4142,LARCENY-NON VEHICLE,112960895,10/23/2011,407 AUBURN AVE NE,604,Sweet Auburn,M,33.75539,-84.37399
4143,LARCENY-NON VEHICLE,112960896,10/23/2011,26 SHIRLEY PL NW,108,Dixie Hills,J,33.75549,-84.45954
4144,LARCENY-FROM VEHICLE,112960901,10/23/2011,15 PEACHTREE ST.,511,Downtown,M,33.75432,-84.38978
4145,LARCENY-FROM VEHICLE,112960913,10/23/2011,542 RANKIN ST,603,Old Fourth Ward,M,33.7675,-84.36944
4146,LARCENY-FROM VEHICLE,112960914,10/23/2011,500 10TH ST. NE.,502,,E,33.78186,-84.373
4147,BURGLARY-RESIDENCE,112960918,10/23/2011,3867 BONNIE LN SE,313,South River Gardens,Z,33.64894,-84.35852
4148,AUTO THEFT,112960927,10/23/2011,15 HABERSHAM RD,206,South Tuxedo Park,B,33.85329,-84.38269
4149,BURGLARY-RESIDENCE,112960941,10/23/2011,44 ORMOND ST SE,304,Summerhill,V,33.73192,-84.3865
4150,AGG ASSAULT,112961023,10/23/2011,1363 BOULEVARD SE,305,Chosewood Park,Y,33.71739,-84.36865
4151,LARCENY-FROM VEHICLE,112961025,10/23/2011,3565 MARTIN L KING JR DR NW,111,Adamsville,H,33.7601,-84.50466
4152,LARCENY-FROM VEHICLE,112961029,10/23/2011,1544 PIEDMONT AVE,213,Piedmont Heights,F,33.79789,-84.37101
4153,LARCENY-FROM VEHICLE,112961038,10/23/2011,488 HAMMOND ST SW,101,Atlanta University Center,T,33.74182,-84.41322
4154,LARCENY-FROM VEHICLE,112961051,10/23/2011,4014 KENNER DR SW,407,Adamsville,H,33.75872,-84.50882
4155,LARCENY-NON VEHICLE,112961057,10/23/2011,4019 ESTER DR SW,407,Wilson Mill Meadows,H,33.75414,-84.51888
4156,ROBBERY-PEDESTRIAN,112961091,10/23/2011,1576 MELROSE DR SW,306,Sylvan Hills,X,33.71196,-84.42186
4157,LARCENY-FROM VEHICLE,112961103,10/23/2011,731 PEACHTREE ST NE,505,Midtown,E,33.77454,-84.3839
4158,LARCENY-FROM VEHICLE,112961113,10/23/2011,LUCKIE ST NW / IVAN ALLEN JR BLVD NW,508,Downtown,M,33.76464,-84.39614
4159,LARCENY-FROM VEHICLE,112961124,10/23/2011,210 10TH ST NE,502,Midtown,E,33.78178,-84.38047
4160,LARCENY-NON VEHICLE,112961142,10/23/2011,2685 METROPOLITAN PKWY SW,309,Perkerson,X,33.68274,-84.40902
4161,LARCENY-NON VEHICLE,112961165,10/23/2011,2525 PIEDMONT RD,211,Lindbergh/Morosgo,B,33.824,-84.36521
4162,AGG ASSAULT,112961174,10/23/2011,1935 ALISON CT SW,410,Fort Valley,R,33.70055,-84.45149
4163,BURGLARY-RESIDENCE,112961190,10/23/2011,445 CLEVELAND AVENUE SE,312,Rosedale Heights,Z,33.68149,-84.37152
4164,LARCENY-FROM VEHICLE,112961197,10/23/2011,2 BAKER ST NE,509,Downtown,M,33.76226,-84.38755
4165,BURGLARY-RESIDENCE,112961202,10/23/2011,1558 WESTWOOD AVE SW,404,Westview,T,33.73842,-84.43881
4166,AUTO THEFT,112961221,10/23/2011,4010 BEECHWOOD DR NW,202,Mt. Paran/Northside,A,33.86481,-84.43272
4167,LARCENY-FROM VEHICLE,112961225,10/23/2011,420 NEW JERSEY AVE NW,108,Grove Park,J,33.7665,-84.45615
4168,LARCENY-NON VEHICLE,112961241,10/23/2011,260 E PACES FERRY RD NE,206,Buckhead Village,B,33.8393,-84.37899
4169,LARCENY-NON VEHICLE,112961244,10/23/2011,39 W PACES FERRY RD NW,206,South Tuxedo Park,B,33.83989,-84.38103
4170,LARCENY-NON VEHICLE,112961252,10/23/2011,3393 PEACHTREE RD NE;,210,Lenox,B,33.84676,-84.36212
4171,LARCENY-FROM VEHICLE,112961264,10/23/2011,388 LUCKIE ST NW,504,Downtown,M,33.76464,-84.39614
4172,LARCENY-FROM VEHICLE,112961270,10/23/2011,619 EDGEWOOD AVE SE,604,Old Fourth Ward,M,33.75412,-84.36717
4173,ROBBERY-RESIDENCE,112961275,10/23/2011,944 MAGNA CARTA DR NW,112,Collier Heights,I,33.77729,-84.47906
4174,LARCENY-FROM VEHICLE,112961321,10/23/2011,790 BERNE ST SE,605,Grant Park,W,33.73663,-84.36166
4175,LARCENY-FROM VEHICLE,112961344,10/23/2011,210 PEACHTREE ST NW,508,Downtown,M,33.75943,-84.38837
4176,BURGLARY-RESIDENCE,112961348,10/23/2011,3040 DELMAR LN NW,111,,I,33.75532,-84.48624
4177,BURGLARY-RESIDENCE,112961356,10/23/2011,3100 ABBEY DR SW,414,Princeton Lakes,P,33.66777,-84.50841
4178,LARCENY-NON VEHICLE,112961380,10/23/2011,1801 HOWELL MILL RD NW;,204,Berkeley Park,D,33.80388,-84.41278
4179,LARCENY-FROM VEHICLE,112961382,10/23/2011,3777 CAMPBELLTON RD SW,412,Kings Forest,P,33.69078,-84.51208
4180,LARCENY-NON VEHICLE,112961403,10/23/2011,2685 METROPOLITAN PKWY SW,309,Perkerson,X,33.68274,-84.40902
4181,AGG ASSAULT,112961437,10/23/2011,2591 ETHERIDGE DR NW,113,Carey Park,G,33.7881,-84.47292
4182,AUTO THEFT,112961438,10/23/2011,500 CLEVELAND AVE SE,310,Browns Mill Park,Z,33.68149,-84.36933
4183,AUTO THEFT,112961469,10/23/2011,3030 HEADLAND DR SW,411,Greenbriar,R,33.68841,-84.48742
4184,LARCENY-NON VEHICLE,112961495,10/23/2011,200 ESTORIA ST SE,606,Cabbagetown,N,33.74914,-84.36281
4185,LARCENY-FROM VEHICLE,112961500,10/23/2011,1408 BLASHFIELD ST SE,305,South Atlanta,Y,33.7159,-84.37969
4186,LARCENY-NON VEHICLE,112961504,10/23/2011,799 MARTIN L KING JR DR NW ,102,Vine City,L,33.75478,-84.41372
4187,LARCENY-NON VEHICLE,112961556,10/23/2011,1801 HOWELL MILL RD NW;,204,Berkeley Park,D,33.80388,-84.41278
4188,LARCENY-NON VEHICLE,112961590,10/23/2011,1736 CENTRA VILLA DR SW,408,Venetian Hills,S,33.70857,-84.45529
4189,AUTO THEFT,112961668,10/23/2011,500 CLEVELAND AVE SE,310,Browns Mill Park,Z,33.68206,-84.36784
4190,BURGLARY-RESIDENCE,112961670,10/23/2011,359 TAZOR ST NW,106,Bankhead,K,33.76445,-84.42075
4191,LARCENY-NON VEHICLE,112961679,10/23/2011,165 PEACHTREE ST SW,512,Downtown,M,33.75022,-84.39372
4192,BURGLARY-RESIDENCE,112961701,10/23/2011,771 WELCH ST SW,302,Pittsburgh,V,33.73396,-84.4048
4193,AUTO THEFT,112961706,10/23/2011,405 FAIRBURN RD SW,407,Wildwood (NPU-H),H,33.74367,-84.50959
4194,LARCENY-NON VEHICLE,112961728,10/23/2011,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
4195,BURGLARY-RESIDENCE,112961741,10/23/2011,1744 DEVON DR SW,409,Southwest,R,33.70851,-84.48315
4196,LARCENY-FROM VEHICLE,112961796,10/23/2011,2110 PEACHTREE RD NW,207,,C,33.81203,-84.39274
4197,LARCENY-FROM VEHICLE,112961812,10/23/2011,100 LUCKIE ST NW,508,Downtown,M,33.7573,-84.38992
4198,LARCENY-NON VEHICLE,112968027,10/23/2011,6000 S TERMINAL PKWY,704,,,33.63915,-84.44264
4199,LARCENY-NON VEHICLE,112968035,10/23/2011,8700 SPINE RD ,703,,,33.64047,-84.43915
4200,LARCENY-FROM VEHICLE,112958026,10/22/2011,2200 AVIATION BLVD,701,,,33.64111,-84.40646
4201,AGG ASSAULT,112943014,10/22/2011,70 HAMILTON E HOLMES DR NW @ BAKER RD,111,,J,33.76914,-84.47194
4202,AUTO THEFT,112952392,10/22/2011,3798 ADAMSVILLE DR SW,407,Adamsville,H,33.7616,-84.51199
4203,AGG ASSAULT,112952402,10/22/2011,918 DONALD LEE HOLLOWELL PKWY NW,106,Bankhead,K,33.77267,-84.41777
4204,LARCENY-FROM VEHICLE,112952422,10/22/2011,222 PETERS ST SW,507,Castleberry Hill,M,33.74824,-84.40041
4205,LARCENY-NON VEHICLE,112952447,10/22/2011,1990 ALISON CT SW,410,Campbellton Road,R,33.70066,-84.45363
4206,ROBBERY-PEDESTRIAN,112952462,10/22/2011,201 HOWARD ST SE,610,Kirkwood,O,33.74755,-84.32382
4207,ROBBERY-PEDESTRIAN,112951928,10/22/2011,50 ALABAMA ST SW,511,Downtown,M,33.75194,-84.38964
4208,BURGLARY-RESIDENCE,112951979,10/22/2011,894 BRIARCLIFF TER NE,601,Virginia Highland,F,33.77905,-84.35035
4209,LARCENY-NON VEHICLE,112951980,10/22/2011,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
4210,LARCENY-NON VEHICLE,112952022,10/22/2011,1275 CAROLINE ST NE,609,Edgewood,O,33.75674,-84.34619
4211,ROBBERY-PEDESTRIAN,112952061,10/22/2011,102 OLLIE ST NW,105,Washington Park,K,33.75735,-84.4214
4212,LARCENY-NON VEHICLE,112952096,10/22/2011,918 DONALD LEE HOLLOWELL PKWY NW,106,Bankhead,K,33.77267,-84.41777
4213,AGG ASSAULT,112952107,10/22/2011,1568 PINEVIEW TER SW,403,Cascade Avenue/Road,S,33.72903,-84.43926
4214,LARCENY-NON VEHICLE,112952208,10/22/2011,867 PEACHTREE ST NE,505,Midtown,E,33.77841,-84.38412
4215,LARCENY-FROM VEHICLE,112952230,10/22/2011,365 CLEVELAND AVE SE,312,Rosedale Heights,Z,33.67953,-84.37899
4216,LARCENY-NON VEHICLE,112952241,10/22/2011,1136 CRESCENT AVE,503,Midtown,E,33.78575,-84.38451
4217,AUTO THEFT,112952255,10/22/2011,683 DONALD LEE HOLLOWELL PKWY NW,103,English Avenue,L,33.77353,-84.4097
4218,BURGLARY-RESIDENCE,112952287,10/22/2011,1371 KIMBERLY RD,412,Ashley Courts,P,33.71871,-84.52137
4219,ROBBERY-RESIDENCE,112952306,10/22/2011,1660 KENMORE ST SW,403,Cascade Avenue/Road,S,33.72598,-84.4428
4220,LARCENY-FROM VEHICLE,112952320,10/22/2011,501 EDGEWOOD AVE SE,604,Old Fourth Ward,M,33.75394,-84.371
4221,LARCENY-NON VEHICLE,112952321,10/22/2011,3261 PEACHTREE RD NE,208,Peachtree Hills,B,33.82215,-84.3876
4222,AUTO THEFT,112950875,10/22/2011,502 PRYOR ST SW,303,Mechanicsville,V,33.74114,-84.39442
4223,ROBBERY-PEDESTRIAN,112950953,10/22/2011,620 PARKWAY DR NE,603,Old Fourth Ward,M,33.7714,-84.37313
4224,AGG ASSAULT,112950975,10/22/2011,900 CONLEY RD SE,313,South River Gardens,Z,33.64985,-84.36127
4225,LARCENY-NON VEHICLE,112951000,10/22/2011,1205 CAROLINE ST NE,609,Edgewood,O,33.75598,-84.34888
4226,AUTO THEFT,112951018,10/22/2011,522 BECKWITH CT SW,101,Atlanta University Center,T,33.75194,-84.40496
4227,BURGLARY-RESIDENCE,112951025,10/22/2011,1093 WEST AVE SW,302,Pittsburgh,V,33.72494,-84.39593
4228,LARCENY-NON VEHICLE,112951034,10/22/2011,989 SPRING ST NW,503,Midtown,E,33.7817,-84.38894
4229,AGG ASSAULT,112951044,10/22/2011,641 FRANCIS PL NW,110,Grove Park,J,33.7723,-84.43784
4230,LARCENY-NON VEHICLE,112951056,10/22/2011,303 PARKWAY DR NE,604,Old Fourth Ward,M,33.76272,-84.37406
4231,AUTO THEFT,112951075,10/22/2011,61 ROCKMART DR NW,105,Hunter Hills,K,33.75661,-84.4296
4232,BURGLARY-RESIDENCE,112951088,10/22/2011,1127 JONES AVE NW,110,Grove Park,J,33.78573,-84.4517
4233,LARCENY-NON VEHICLE,112951144,10/22/2011,1616 HUBER ST NW,203,Blandtown,D,33.79894,-84.42516
4234,LARCENY-FROM VEHICLE,112951152,10/22/2011,772 AZALIA ST SW,401,West End,T,33.73388,-84.41897
4235,LARCENY-FROM VEHICLE,112951154,10/22/2011,921 MYRTLE ST. NE.,503,Midtown,E,33.77975,-84.37945
4236,AUTO THEFT,112951161,10/22/2011,2730 ARGYLE DR NW,113,Lincoln Homes,G,33.79933,-84.47731
4237,LARCENY-FROM VEHICLE,112951184,10/22/2011,855 W PEACHTREE ST NE,505,Midtown,E,33.77773,-84.38718
4238,LARCENY-FROM VEHICLE,112951188,10/22/2011,370 NORTHSIDE DR NW,103,English Avenue,L,33.76507,-84.4042
4239,LARCENY-NON VEHICLE,112951205,10/22/2011,3378 GREENBRIAR PKWY SW,413,,P,33.68299,-84.50129
4240,BURGLARY-RESIDENCE,112951206,10/22/2011,600 GARSON DR NE,211,Lindbergh/Morosgo,B,33.81907,-84.37069
4241,BURGLARY-RESIDENCE,112951262,10/22/2011,916 COLEMAN ST SW,302,Pittsburgh,V,33.72991,-84.40384
4242,LARCENY-FROM VEHICLE,112951287,10/22/2011,950 W PEACHTREE ST NW,503,Midtown,E,33.7805,-84.38752
4243,LARCENY-FROM VEHICLE,112951314,10/22/2011,1605 BOULEVARD LORRAINE SW,409,Adams Park,R,33.71263,-84.46121
4244,RAPE,112951362,10/22/2011,193 MOURY AVE SW,305,The Villages at Carver,Y,33.71549,-84.39197
4245,LARCENY-FROM VEHICLE,112951369,10/22/2011,403 LUCKIE ST NW,504,Downtown,M,33.7655,-84.39601
4246,AGG ASSAULT,112951375,10/22/2011,1673 REY ST NW,113,Bolton Hills,G,33.80171,-84.48394
4247,LARCENY-NON VEHICLE,112951382,10/22/2011,54 PEACHTREE PARK DR NE,207,,E,33.81243,-84.3904
4248,BURGLARY-RESIDENCE,112951383,10/22/2011,3590 PINE FOREST DR SE,313,South River Gardens,Z,33.65655,-84.35377
4249,BURGLARY-RESIDENCE,112951395,10/22/2011,1930 PINEDALE DR NW,107,Grove Park,J,33.7656,-84.45013
4250,LARCENY-NON VEHICLE,112951404,10/22/2011,338 LAKEMOORE DR NE,209,North Buckhead,B,33.86652,-84.37646
4251,BURGLARY-RESIDENCE,112951413,10/22/2011,2854 DELRAY DR NW,113,Lincoln Homes,G,33.79689,-84.47702
4252,AGG ASSAULT,112951463,10/22/2011,1695 DELOWE DR SW,409,Adams Park,R,33.70876,-84.45973
4253,AUTO THEFT,112951473,10/22/2011,20 BROWNLEE RD AT MLK JR DR,111,Adamsville,H,33.75571,-84.50016
4254,AUTO THEFT,112951474,10/22/2011,1527 WILLOWBROOK DR SW,408,Venetian Hills,S,33.71395,-84.44707
4255,BURGLARY-RESIDENCE,112951480,10/22/2011,600 NEW TOWN CIR SE,308,Thomasville Heights,Z,33.70765,-84.36248
4256,LARCENY-FROM VEHICLE,112951510,10/22/2011,3475 KINGSBORO RD NE,210,Lenox,B,33.84922,-84.36056
4257,LARCENY-FROM VEHICLE,112951590,10/22/2011,945 ASHBY GRV SW,104,Ashview Heights,T,33.75008,-84.41853
4258,LARCENY-NON VEHICLE,112951621,10/22/2011,970 SPRING ST NW,503,Midtown,E,33.78123,-84.38946
4259,BURGLARY-RESIDENCE,112951629,10/22/2011,343 HOWELL DR SW,407,Adamsville,H,33.75488,-84.50675
4260,LARCENY-NON VEHICLE,112951661,10/22/2011,74 PEACHTREE ST SW,511,Downtown,M,33.75243,-84.39137
4261,LARCENY-NON VEHICLE,112951752,10/22/2011,3330 PIEDMONT RD NE,208,Buckhead Forest,B,33.84564,-84.37462
4262,LARCENY-NON VEHICLE,112951764,10/22/2011,1017 WESTVIEW DR SW,104,Ashview Heights,T,33.7482,-84.42039
4263,LARCENY-NON VEHICLE,112951778,10/22/2011,237 MITCHELL ST SW,512,Downtown,M,33.75251,-84.39535
4264,BURGLARY-RESIDENCE,112951810,10/22/2011,3758 COLLIER DR NW,114,Old Gordon,H,33.76953,-84.51069
4265,LARCENY-FROM VEHICLE,112950014,10/22/2011,725 PONCE DE LEON AVE NE,602,Poncey-Highland,N,33.77113,-84.36229
4266,LARCENY-FROM VEHICLE,112950032,10/22/2011,250 PETER STREET,507,Castleberry Hill,M,33.74797,-84.40116
4267,LARCENY-FROM VEHICLE,112950057,10/22/2011,464 EDGEWOOD AVE NE,604,Sweet Auburn,M,33.75448,-84.37234
4268,LARCENY-FROM VEHICLE,112950068,10/22/2011,415 MEMORIAL DRIVE,605,Grant Park,W,33.74652,-84.37423
4269,LARCENY-FROM VEHICLE,112950091,10/22/2011,493 FLAT SHOALS AVE SE,612,East Atlanta,W,33.74053,-84.3462
4270,LARCENY-FROM VEHICLE,112950111,10/22/2011,1321 GLENWOOD AVE SE,612,East Atlanta,W,33.73991,-84.3443
4271,BURGLARY-RESIDENCE,112950124,10/22/2011,1935 ALISON CT SW,410,Fort Valley,R,33.70055,-84.45149
4272,LARCENY-FROM VEHICLE,112950134,10/22/2011,350 MARIETTA ST NW,507,Downtown,M,33.76268,-84.39715
4273,LARCENY-FROM VEHICLE,112950210,10/22/2011,250 PETER STREET,507,Castleberry Hill,M,33.74797,-84.40116
4274,LARCENY-NON VEHICLE,112950233,10/22/2011,54 PEACHTREE ST SW,511,Downtown,M,33.75295,-84.39131
4275,AUTO THEFT,112950255,10/22/2011,662 W PEACHTREE ST NW,505,Midtown,E,33.77288,-84.38777
4276,LARCENY-FROM VEHICLE,112950265,10/22/2011,188 12TH ST NE,503,Midtown,E,33.78439,-84.3812
4277,LARCENY-FROM VEHICLE,112950283,10/22/2011,800 MARIETTA ST NW,504,Marietta Street Artery,E,33.77381,-84.40575
4278,AUTO THEFT,112950316,10/22/2011,300 SPRING ST NW,508,Downtown,M,33.76226,-84.38902
4279,BURGLARY-RESIDENCE,112950372,10/22/2011,732 CHANNING DR NW,205,Channing Valley,C,33.80747,-84.41042
4280,ROBBERY-PEDESTRIAN,112950373,10/22/2011,822 PENN AVE NE,505,Midtown,E,33.77711,-84.37892
4281,ROBBERY-PEDESTRIAN,112950378,10/22/2011,428 8TH ST NE,503,Midtown,E,33.77957,-84.37323
4282,LARCENY-FROM VEHICLE,112950393,10/22/2011,10 THE PRADO NE,502,Ansley Park,E,33.79148,-84.37508
4283,AUTO THEFT,112950428,10/22/2011,490 FAIRBURN RD SW,407,Fairburn Mays,H,33.74107,-84.50997
4284,ROBBERY-PEDESTRIAN,112950451,10/22/2011,188 HUNNICUTT ST NW,504,Downtown,M,33.76654,-84.39384
4285,ROBBERY-PEDESTRIAN,112950544,10/22/2011,970 SPRING ST NW,503,Midtown,E,33.78123,-84.38946
4286,LARCENY-NON VEHICLE,112950573,10/22/2011,700 MARIETTA ST NW,504,Marietta Street Artery,E,33.77197,-84.40168
4287,AUTO THEFT,112950720,10/22/2011,3961 CORNELL BLVD SW,407,Baker Hills,H,33.75903,-84.51707
4288,BURGLARY-RESIDENCE,112950733,10/22/2011,955 JUNIPER ST NE,503,Midtown,E,33.78083,-84.38246
4289,LARCENY-FROM VEHICLE,112950752,10/22/2011,360 MARIETTA ST NW,507,Downtown,M,33.76269,-84.39702
4290,AUTO THEFT,112950758,10/22/2011,189 BURBANK DR NW,105,Hunter Hills,K,33.76031,-84.42902
4291,LARCENY-FROM VEHICLE,112950769,10/22/2011,566 PONCE DE LEON AVE NE,506,Midtown,E,33.77379,-84.36821
4292,AUTO THEFT,112950795,10/22/2011,3743 BAKERS FERRY RD SW,407,Adamsville,H,33.76076,-84.51205
4293,AGG ASSAULT,112950818,10/22/2011,2686 BAKER RIDGE DR NW,112,Collier Heights,I,33.7681,-84.47538
4294,LARCENY-FROM VEHICLE,112950850,10/22/2011,3340 PEACHTREE RD NE,208,North Buckhead,B,33.84743,-84.37089
4295,LARCENY-NON VEHICLE,112942383,10/21/2011,3393 PEACHTREE RD NE,210,Lenox,B,33.84676,-84.36212
4296,LARCENY-NON VEHICLE,112942473,10/21/2011,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,411,Greenbriar,R,33.68845,-84.49328
4297,BURGLARY-RESIDENCE,112942533,10/21/2011,280 ELM ST NW,102,Vine City,L,33.76233,-84.40916
4298,LARCENY-NON VEHICLE,112942536,10/21/2011,2841 GREENBRIAR PKWY SW,411,Greenbriar,R,33.68677,-84.49773
4299,LARCENY-FROM VEHICLE,112942539,10/21/2011,361 PARKWAY DR NE,603,Old Fourth Ward,M,33.7643,-84.37323
4300,LARCENY-FROM VEHICLE,112942545,10/21/2011,1061 DONALD LEE HOLLOWELL PKWY NW,106,Bankhead,K,33.77346,-84.42217
4301,BURGLARY-RESIDENCE,112942725,10/21/2011,809 SPENCER ST NW,102,Vine City,L,33.76001,-84.41403
4302,LARCENY-FROM VEHICLE,112942734,10/21/2011,300 OAKLAND AVE SE,605,Grant Park,W,33.74635,-84.37476
4303,BURGLARY-RESIDENCE,112942783,10/21/2011,1538 MURPHY AVE SW,306,Sylvan Hills,X,33.71302,-84.42586
4304,LARCENY-FROM VEHICLE,112942824,10/21/2011,2058 PALIFOX DR NE,608,Lake Claire,N,33.76698,-84.31986
4305,AGG ASSAULT,112942831,10/21/2011,309 FLETCHER ST SW,302,Pittsburgh,V,33.72585,-84.39818
4306,ROBBERY-PEDESTRIAN,112942847,10/21/2011,502 PRYOR ST SW,303,Mechanicsville,V,33.74114,-84.39442
4307,AUTO THEFT,112942884,10/21/2011,348 WOODLAWN AVE NW,107,Grove Park,J,33.76465,-84.4365
4308,AUTO THEFT,112942892,10/21/2011,2640 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75381,-84.47425
4309,ROBBERY-PEDESTRIAN,112942941,10/21/2011,460 NORTH AVE,601,Virginia Highland,F,33.77389,-84.36196
4310,LARCENY-FROM VEHICLE,112943004,10/21/2011,255 COURTLAND ST NE,509,Downtown,M,33.76157,-84.38314
4311,BURGLARY-RESIDENCE,112932682,10/21/2011,81 MOURY AVE SE,305,South Atlanta,Y,33.71314,-84.38681
4312,LARCENY-FROM VEHICLE,112943057,10/21/2011,MORELAND AVE NE / MCLENDON AVE NE,608,Candler Park,N,33.76496,-84.34915
4313,AUTO THEFT,112932816,10/21/2011,943 BECKWITH ST SW,104,Ashview Heights,T,33.75266,-84.41839
4314,AUTO THEFT,112940044,10/21/2011,1731 LISBON DR SW,306,Sylvan Hills,X,33.70735,-84.41237
4315,AUTO THEFT,112940148,10/21/2011,222 TUSKEGEE ST SE,304,Peoplestown,V,33.72959,-84.38067
4316,AUTO THEFT,112940162,10/21/2011,1979 CASCADE RD SW,409,Cascade Avenue/Road,S,33.72201,-84.4526
4317,BURGLARY-NONRES,112940174,10/21/2011,2020 CAMPBELLTON RD SW,409,Adams Park,R,33.70653,-84.45745
4318,LARCENY-NON VEHICLE,112940241,10/21/2011,1327 ROBERTS DR SE,305,Chosewood Park,Y,33.71876,-84.36969
4319,ROBBERY-PEDESTRIAN,112940300,10/21/2011,2520 JONESBORO RD SE,308,Leila Valley,Z,33.68593,-84.36338
4320,LARCENY-FROM VEHICLE,112940330,10/21/2011,16 W PEACHTREE PL NW,508,Downtown,M,33.7639,-84.388
4321,LARCENY-NON VEHICLE,112940397,10/21/2011,371 BOULEVARD SE,605,Grant Park,W,33.7445,-84.3687
4322,BURGLARY-NONRES,112940399,10/21/2011,455 NORTH AVE NE,603,Old Fourth Ward,M,33.77066,-84.37225
4323,AUTO THEFT,112940421,10/21/2011,817 W PEACHTREE ST NE,505,Midtown,E,33.77692,-84.38719
4324,LARCENY-NON VEHICLE,112940520,10/21/2011,1699 EVANS DR SW,306,Sylvan Hills,X,33.70843,-84.42408
4325,AUTO THEFT,112940622,10/21/2011,849 PEGG RD SW,309,Perkerson,X,33.68951,-84.41676
4326,LARCENY-FROM VEHICLE,112940647,10/21/2011,1065 DONNELLY AVE SW,402,Oakland City,S,33.73065,-84.42197
4327,AUTO THEFT,112940652,10/21/2011,1351 DONALD LEE HOLLOWELL PKWY NW,106,,J,33.77214,-84.43188
4328,LARCENY-NON VEHICLE,112940704,10/21/2011,364 HILL ST SE;,605,Grant Park,W,33.74475,-84.37895
4329,LARCENY-NON VEHICLE,112940709,10/21/2011,1316 PARK AVE SE,305,Chosewood Park,Y,33.71874,-84.37029
4330,LARCENY-NON VEHICLE,112940741,10/21/2011,614 THOMASVILLE BLVD SE,308,Thomasville Heights,Z,33.70485,-84.36445
4331,ROBBERY-PEDESTRIAN,112940801,10/21/2011,800 HUTCHENS RD SE ,313,South River Gardens,Z,33.67102,-84.36187
4332,LARCENY-FROM VEHICLE,112940814,10/21/2011,3070 FAIRBURN RD SW ,414,Ben Hill,P,33.67138,-84.51315
4333,AUTO THEFT,112940837,10/21/2011,1806 PLYMOUTH RD NW,203,Hills Park,D,33.80489,-84.43814
4334,LARCENY-NON VEHICLE,112940864,10/21/2011,2465 ABNER PL NW,110,Carver Hills,G,33.79999,-84.46731
4335,BURGLARY-RESIDENCE,112940883,10/21/2011,1975 ALISON CT SW,410,Campbellton Road,R,33.70081,-84.45327
4336,BURGLARY-RESIDENCE,112940906,10/21/2011,1401 DONALD LEE HOLLOWELL PKWY NW,106,,J,33.77141,-84.43377
4337,LARCENY-NON VEHICLE,112940946,10/21/2011,1424 W PACES FERRY RD NW,201,Paces,A,33.84628,-84.4343
4338,BURGLARY-RESIDENCE,112940967,10/21/2011,276 JOSEPH E LOWERY BLVD NW,105,Washington Park,K,33.76236,-84.41773
